,text,id,user,name,likes,retweet_count,created_at,source,location,sentiment,tweet_sentiment
53,"RT @PTSDHurtsalot: @realDonaldTrump @JoeBiden 
I'll just leave this right here, whatever you do, don't retweet it. #TrumpvsBiden https://t.…",1328160180425539588,gwsuperfan,Rev. Chris Wilson,0,51,2020-11-16 02:17:17,Twitter Web App,CA,1,positive
54,"RT @PTSDHurtsalot: @realDonaldTrump @JoeBiden 
I'll just leave this right here, whatever you do, don't retweet it. #TrumpvsBiden https://t.…",1328159396115976193,Petrie_Ho,Peter Ho,0,51,2020-11-16 02:14:10,Twitter for iPhone,"Louisville, KY",1,positive
55,"RT @PTSDHurtsalot: @realDonaldTrump @JoeBiden 
I'll just leave this right here, whatever you do, don't retweet it. #TrumpvsBiden https://t.…",1328159235327201280,Phxflyer,Bad Hombre Jim Says Wash Your Hands ✊🏼🦅🇺🇸,0,51,2020-11-16 02:13:32,Twitter for iPhone,"Phoenix, AZ",1,positive
56,"RT @PTSDHurtsalot: @realDonaldTrump @JoeBiden 
I'll just leave this right here, whatever you do, don't retweet it. #TrumpvsBiden https://t.…",1328158969718738944,MattRoberts19,Matt Roberts,0,51,2020-11-16 02:12:29,Twitter for iPhone,"Billings, MT",1,positive
57,"RT @PTSDHurtsalot: @realDonaldTrump @JoeBiden 
I'll just leave this right here, whatever you do, don't retweet it. #TrumpvsBiden https://t.…",1328151624292986880,King_Chariot,King Chariot,0,51,2020-11-16 01:43:17,Twitter for iPhone,Gaia,1,positive
58,"RT @PTSDHurtsalot: @realDonaldTrump @JoeBiden 
I'll just leave this right here, whatever you do, don't retweet it. #TrumpvsBiden https://t.…",1328151384315846664,LaddieDel,Annie,0,51,2020-11-16 01:42:20,Twitter for iPad,"Delray Beach, FL",1,positive
59,"RT @PTSDHurtsalot: @realDonaldTrump @JoeBiden 
I'll just leave this right here, whatever you do, don't retweet it. #TrumpvsBiden https://t.…",1328150209562509313,youcnbmywingman,youcnbmywingman,0,51,2020-11-16 01:37:40,Twitter Web App,,1,positive
60,"RT @PTSDHurtsalot: @realDonaldTrump @JoeBiden 
I'll just leave this right here, whatever you do, don't retweet it. #TrumpvsBiden https://t.…",1328148729585655808,sibley_marcia,Marcia Sibley,0,51,2020-11-16 01:31:47,Twitter for iPad,,1,positive
61,"@realDonaldTrump @JoeBiden 
I'll just leave this right here, whatever you do, don't retweet it. #TrumpvsBiden https://t.co/cRO0eH4YXJ",1328148086426890245,PTSDHurtsalot,Misinterpretations of a Madman,88,51,2020-11-16 01:29:14,Twitter for Android,Freedomville USA,1,positive
62,I’m looking for a list of ALL the alleged voter fraud that’s out there. Anyone have some articles or videos they co… https://t.co/yr5odXw2SQ,1328039069989781504,liltrump2024,💎🧊💎 lil trump 💎🧊💎,1,0,2020-11-15 18:16:02,Twitter for iPhone,"Salt Lake City, UT",-1,negative
63,"Under a Biden administration, we would expect another large, broadly based stimulus in late Q1 or early Q2.

Read t… https://t.co/G5SdVKZy4p",1327985987033686019,complete_intel,Complete Intelligence,0,0,2020-11-15 14:45:06,Hootsuite Inc.,USA,1,positive
64,"Election 2020 live updates: Trump acknowledges Biden 'won,' repeats false claims about 'rigged' election… https://t.co/X5DClXfgrZ",1327979565751427072,guyzlkeme,MOSES,0,0,2020-11-15 14:19:35,Twitter for iPhone,"St Louis, MO",-1,negative
65,"Shame on all fellow blacks that have made themselves stooges for @JoeBiden... to be used and dumped.
Be a real blac… https://t.co/6hkCILsGhE",1327899518810136576,ThePedantWriter,Phat Content,0,0,2020-11-15 09:01:31,Twitter for Android,"Colorado Springs, CO",1,positive
66,Where did Biden R-U-N-N-O-F-T to the Basement again cause his **S is in high water.. #TrumpvsBiden https://t.co/k0MhGAUlDA,1327664063476862988,AmericanKnowle4,AmericanKnowledge,0,0,2020-11-14 17:25:54,Twitter for Android,United States,1,positive
67,"Invest $1,500 and earn $15,700 in 7daysHundred points symbol through forex auto trader with no fees attached.… https://t.co/Y6nXx4vAHq",1327653448305750016,Jeffrey19107767,Emily Forex Trader,0,0,2020-11-14 16:43:43,Twitter Web App,USA,0,neutral
68,"RT @politicallands1: ""Is it his warmth? His wisdom? His gentle humor or Christlike humility? Only one way to find out! America? Why did YOU…",1327651218882056192,gz4m7q,Elizabeth Thelen,0,5,2020-11-14 16:34:51,Twitter for Android,Michigan/Arizona/North Carolin,1,positive
69,"RT @politicallands1: For some it's #Jobs and the #Economy, for others it's his wisdom and grace under pressure. And for some it's just a de…",1327650771349827585,gz4m7q,Elizabeth Thelen,0,3,2020-11-14 16:33:05,Twitter for Android,Michigan/Arizona/North Carolin,0,neutral
70,"RT @politicallands1: ""Is it his warmth? His wisdom? His gentle humor or Christlike humility? Only one way to find out! America? Why did YOU…",1327382905539137543,LaurieWalters19,Laurie FUCK TRUMP🏳️‍🌈🌊LGBTQIA+ Proud Parent ♥,0,5,2020-11-13 22:48:40,Twitter for Android,"Georgia, USA",1,positive
71,"RT @politicallands1: For some it's #Jobs and the #Economy, for others it's his wisdom and grace under pressure. And for some it's just a de…",1327364685310566400,JackieHeg,JayemH,0,3,2020-11-13 21:36:16,Twitter for Android,Australia,0,neutral
72,"For some it's #Jobs and the #Economy, for others it's his wisdom and grace under pressure. And for some it's just a… https://t.co/Uv4Kuf7N6o",1327362654453727232,politicallands1,PoliticalLandscaping WELCOME BACK AMERICA,4,3,2020-11-13 21:28:12,Twitter Web App,America,0,neutral
73,"269 to 269 is not a completely farfetched scenario. It could happen soon.

#Election2020 #blockchainthevote #TrumpvsBiden",1327354585955016704,AlphaSigma888,LuckyRichTrader,1,0,2020-11-13 20:56:09,Twitter Web App,Wall Street,-1,negative
74,"Were there dead voices in the Us election as Trump claimed? Mehdi Afi answers...
#bidenkamala2020 #Biden2020… https://t.co/Mw0Wy2qURB",1327338370280927233,MehdiEliefifi,Mehdi Eliefifi,0,0,2020-11-13 19:51:42,TweetDeck,USA,-1,negative
75,@shehnaazxsmiles @nithrockington @ChuckCallesto It's simple. The people voting for Biden are either uninformed or i… https://t.co/qinwn9pKfE,1327299444006658060,DinaMil63282627,Byedemsdun,2,0,2020-11-13 17:17:02,Twitter for Android,"Missouri, USA",0,neutral
76,"Democracy is at stake, but Democracy will prevail!#2020Election #Election2020results #election #ElectionDay2020… https://t.co/yddcfLVjcW",1327281330342797318,drvstjr,Dr. V S Turner Jr.,1,0,2020-11-13 16:05:03,Twitter for iPhone,United States,0,neutral
77,"RT @politicallands1: ""Is it his warmth? His wisdom? His gentle humor or Christlike humility? Only one way to find out! America? Why did YOU…",1327186859529818112,OdoyleCharlotte,Charlotte306,0,5,2020-11-13 09:49:39,Twitter for Android,Soviet Florida USSA,1,positive
78,"RT @politicallands1: ""Is it his warmth? His wisdom? His gentle humor or Christlike humility? Only one way to find out! America? Why did YOU…",1327177556013977600,LeeKanaka,Kanaka Lee 🙏🏽 KNOW JUSTICE 💙 KNOW PEACE ✌🏽,0,5,2020-11-13 09:12:41,Twitter Web App,My home is my sanctuary . CA ,1,positive
79,"""Is it his warmth? His wisdom? His gentle humor or Christlike humility? Only one way to find out! America? Why did… https://t.co/3hMaZXBbx9",1327177322085056513,politicallands1,PoliticalLandscaping WELCOME BACK AMERICA,8,5,2020-11-13 09:11:46,Twitter Web App,America,1,positive
80,"Let's be real, no body thinks everything is going to magically return to normal. We just think there's one less thi… https://t.co/2c9yMCGAB4",1327118726932488192,mizzkay892010,IN4MD,0,0,2020-11-13 05:18:55,Twitter for Android,United States,1,positive
81,"Who voted for @JoeBiden?
Get ready to call this number: 1-800-273-8255

#BidenHarris2020 #Biden2020… https://t.co/0xNIdxGmIW",1327062506334953473,RonaldARomero,President-Elect Romero,0,0,2020-11-13 01:35:31,Twitter Web App,USA,1,positive
82,Pisses me off when a man like trump @realDonaldTrump worked his ass off for the country for FREE DIDNT RECEIVED A D… https://t.co/eIUoaYD9oT,1326982690923536391,Shawnaluvsgod,🌸Shawna Coleman 🌸,1,0,2020-11-12 20:18:22,Twitter for Android,"Wichita, KS",1,positive
83,"Dear Trump supporters, FUCK YOUR FEELINGS. #TrumpvsBiden #MAGA2020 #FoxNews #TrumpRally https://t.co/WR6dw9QWRm",1326976661275938816,416a46,Comfortably drunk,0,0,2020-11-12 19:54:24,Twitter for iPhone,Earth ,-1,negative
84,"#POM🇳🇬 ON da way dropping 1st December 🙏🙏🙏🙏🙏
@davido #تحب_الطويله_ولا_القصيره #TrumpvsBiden @wizkidayo… https://t.co/7FXXGD7YQZ",1326908638020198400,M_star_miles,M-star🇳🇬,1,0,2020-11-12 15:24:06,Twitter for Android,"Louisiana, USA",0,neutral
85,@realDonaldTrump Stop I mean Stop putting down trump I'm STARTING TO QUESTION THE MENTAL STABILITY OF THIS COUNTRY… https://t.co/xkaF22AIXv,1326843763470249984,Shawnaluvsgod,🌸Shawna Coleman 🌸,0,0,2020-11-12 11:06:19,Twitter for Android,"Wichita, KS",-1,negative
86,"RT @WhenWasThe: If the roles were reversed, I'd still be questioning the results after this. #TrumpvsBiden It's mathematically impossible.…",1326830227906060288,LuckySock2,Lucky Sock,0,3,2020-11-12 10:12:32,Twitter Web App,,-1,negative
87,"BREAKING Current popular vote count.
#PresidentElectBiden gains over #Trump by 5 million.
#TrumpvsBiden… https://t.co/PylCo65fLA",1326742435435696135,handsoffcuba,Hands Off Cuba,1,0,2020-11-12 04:23:40,Twitter Web App,United States,1,positive
88,@realDonaldTrump To Biden supporters who so desperately want our President's concession speech.. Here it is 😂… https://t.co/NYDwtfeOjJ,1326734463318036480,JohnWickXV,John Cron,0,0,2020-11-12 03:52:00,Twitter Web App,United States,-1,negative
89,@HKrassenstein @realDonaldTrump To all the Biden supporters who so desperately want our President's concession spee… https://t.co/7tMgKQVACi,1326723467790659585,JohnWickXV,John Cron,0,0,2020-11-12 03:08:18,Twitter Web App,United States,-1,negative
90,@realDonaldTrump To all the Biden supporters who so desperately want our President's concession speech.. Here it is… https://t.co/dXl7yO9bAV,1326712096885788675,JohnWickXV,John Cron,0,0,2020-11-12 02:23:07,Twitter Web App,United States,-1,negative
91,@realDonaldTrump To all the Biden supporters who so desperately want our President's concession speech.. Here it is… https://t.co/iYbtC9E3b0,1326711170162696192,JohnWickXV,John Cron,1,0,2020-11-12 02:19:26,Twitter Web App,United States,-1,negative
92,2020 Election... TRUMP IS WINNING! 🇺🇸 232 vs 227 https://t.co/Y4yvSIR7uI @realDonaldTrump #TrumpvsBiden #ItsNotOver https://t.co/mzDIRGaBVr,1326694507845459969,lastdaysovrcomr,Laura Eilers,1,0,2020-11-12 01:13:14,Twitter Web App,"Conway, Arkansas",1,positive
93,"TRUMP x BIDEN

#EleicoesEua2020 #BidenPresident #biden #trump #EUA #TrumpIsPathetic #TrumpvsBiden #trumpperdedor… https://t.co/zdwJ5SdcaY",1326684621518610433,lininhasjc,Me manda pra Cuba🇨🇺🇨🇺,0,0,2020-11-12 00:33:57,Twitter for Android,Cuba,0,neutral
94,"“ when the people FEAR their GOVERNMENT, there is TYRANNY, when the GOVERNMENT FEARS the PEOPLE there is LIBERTY”… https://t.co/GgX3jXrNN8",1326627521614344192,cindypaolaalv11,cin cin,0,0,2020-11-11 20:47:03,Twitter for iPhone,United States,0,neutral
95,"RT @Arthur_Officiel: The End 😱
#TrumpvsBiden #USAelection2020 https://t.co/Kjv1WZyxRB",1326626621730795520,Dominiq63850747,Dominique Andréa,0,30,2020-11-11 20:43:28,Twitter for Android,,0,neutral
96,Yall remember that time President Trump dismantled the pandemic response team created from the Obama/Biden administ… https://t.co/BYKCQ4olQV,1326616885924945921,BlackThanos22,"Black Thanos, King 🤴🏾",6,0,2020-11-11 20:04:47,Twitter for Android,"Kansas City, MO",0,neutral
97,"72,159,215 people saw this orange fool and his goons on TV every day saying the unbelievable shit they said and dec… https://t.co/w6903RJwy1",1326567947360497664,GretaGarbage88,Greta Garbage,0,0,2020-11-11 16:50:19,Twitter for Android,"Tennessee, USA",-1,negative
98,Ey #TrumpvsBiden @realDonaldTrump YOU NOW https://t.co/R764Zr6yE8,1326534435223691271,ReBEDanvers,Rebeca D Anvers,0,0,2020-11-11 14:37:09,Twitter for Android,"Montevideo, MN",0,neutral
99,#TrumpvsBiden here’s a perfect example of what paying people to report voter fraud has turned up https://t.co/rj8HgmoodP,1326373251099074562,jackie_rasband,Jackie Rasband,0,0,2020-11-11 03:56:40,Twitter for iPhone,"West Jordan, UT",1,positive
100,I can’t be the only one that could see this mystery character actually being @realDonaldTrump claiming to be a poll… https://t.co/kWpq0KTWfs,1326373045636894721,BrandonMobley19,Brandon Mobley,0,0,2020-11-11 03:55:51,Twitter for iPhone,"Edmond, OK",0,neutral
101,"I don’t always go to Court

But when I do, I prefer to show my Evidence there 

#Election2020 #TrumpvsBiden",1326294445633966082,thc_and_glitter,THC & Glitter,0,0,2020-11-10 22:43:31,Twitter for iPhone,"Denver, CO",0,neutral
102,Sad Sad Tears of an Orange Clown #2020election #electionreaction #trumpvsbiden #trump #biden #presidentialelection… https://t.co/o7UrnCJOPt,1326294176015798274,waymoregravity,She got through to me and I'll never see her again,0,0,2020-11-10 22:42:27,Twitter Web App,"Omaha, NE",-1,negative
103,@SteveMarshallAL #AttorneyGeneral_ it probably wouldn't surprise you to learn he join #TrumpvsBiden lawsuit- No won… https://t.co/8iv0gW9Cdu,1326277866947022850,vin2king_the,The dawn-breaker,0,0,2020-11-10 21:37:39,Twitter Web App,United States,0,neutral
104,"Where do such idiots come from 🧐🤔🤬
@realDonaldTrump 
#TrumpvsBiden https://t.co/dWWqx8YTaC",1326253494257348608,NikkieBaweja,Nikkie Baweja,1,0,2020-11-10 20:00:48,Twitter for Android,"Minneapolis, MN",-1,negative
105,"@Lawrence @maddow @chrislhayes @CNN #TrumpvsBiden #TrumpConcede #loser #itsovertrump #SaveDemocracy 
What’s wrong w… https://t.co/Tdk2iqoOZR",1326227676479201281,mrgus27_b,USN,1,0,2020-11-10 18:18:12,Twitter for iPad,United States,-1,negative
106,#Online #shopping from a #great #selection at Limited-time #deals on #Kindle #Store. https://t.co/64R8XDjPa0 via… https://t.co/OQX85CJXtx,1326216369512308738,amazon_store_,Amazon Store,0,0,2020-11-10 17:33:17,Twitter Web App,USA,1,positive
107,"What are Joe Biden's plans for Palestine? Mehdi Afi answers.
#bidenkamala2020 #Biden2020 #BidenHarris… https://t.co/riOHR9dV8F",1326205908704178176,MehdiEliefifi,Mehdi Eliefifi,0,0,2020-11-10 16:51:43,TweetDeck,USA,0,neutral
108,"RT @Arthur_Officiel: The End 😱
#TrumpvsBiden #USAelection2020 https://t.co/Kjv1WZyxRB",1326203814882516995,karakichta,slowten,0,30,2020-11-10 16:43:23,Tweetbot for iΟS,Alger,0,neutral
109,#Online #shopping from a #great #selection at Limited-time #deals on #Kindle #Store. https://t.co/64R8XDjPa0 via… https://t.co/RmPFU3y06a,1326184946613030915,amazon_store_,Amazon Store,0,0,2020-11-10 15:28:25,Twitter Web App,USA,1,positive
110,"RT @monohono1: Truth bombs coming out or ""right field"". Get it.. because. just watch the video. #Elections2020 #ElectionResults2020 #fraud…",1326140005627035648,TheStoist,Ben Carew,0,1,2020-11-10 12:29:50,Twitter for Android,,1,positive
111,"Listen to the most recent episode of my podcast: Elections &amp; Drama &amp; Noise, Oh Tech https://t.co/YD6tDjiTVJ… https://t.co/xb4zVsmeWl",1326081526212096001,WhatFoolsKnow,What Fools Know,1,0,2020-11-10 08:37:27,Twitter for iPhone,United States,1,positive
112,Ever think Trump knows the playbook because the Dems have been using the same bs tackle they always use 🤔… https://t.co/z0tDVy8TBE,1326002373358186497,julesemeraldiis,julesemeraldeyes,1,0,2020-11-10 03:22:56,Twitter for Android,"Tennessee, USA",0,neutral
113,"@realDonaldTrump One instance of an illegal vote is one too many, as it invalidates one legitimate vote.… https://t.co/a2SM4NfIaC",1325977784435564544,NonoHurano,Ñoño Huraño,0,0,2020-11-10 01:45:13,Twitter for iPhone,USA,0,neutral
