,text,id,user,name,likes,retweet_count,created_at,source,location,sentiment,tweet_sentiment
996,@Siconik1 @WR4NYGov @28delayslater @BernieSanders 🎯,1292180515336777728,elonmusk,Elon Musk,939,27,2020-08-08 19:26:57,Twitter for iPhone,,0,neutral
997,@WR4NYGov @BernieSanders Good analysis. He also includes a govt loan for high efficiency vehicles that Tesla paid b… https://t.co/iaklN5fvpb,1292180273254154241,elonmusk,Elon Musk,1751,137,2020-08-08 19:25:59,Twitter for iPhone,,1,positive
998,@westcoastbill 💯,1291928435468587009,elonmusk,Elon Musk,18449,391,2020-08-08 02:45:16,Twitter for iPhone,,0,neutral
999,"@johnkrausphotos @Erdayastronaut @queue_max @NASASpaceflight Yeah, full name of engine is Velociraptor or Raptor for short",1291849720973783040,elonmusk,Elon Musk,3352,162,2020-08-07 21:32:29,Twitter for iPhone,,1,positive
1000,"@tobyliiiiiiiiii @Erdayastronaut @queue_max @NASASpaceflight Haha, good catch. Booster will have fixed legs that add ~2m in height.",1291849317876080640,elonmusk,Elon Musk,1689,68,2020-08-07 21:30:53,Twitter for iPhone,,1,positive
1001,@Erdayastronaut @queue_max @NASASpaceflight I think we can get (Veloci)Raptor T/W on par with Merlin. Latter also s… https://t.co/dlMy5rybrK,1291848916200067072,elonmusk,Elon Musk,2452,104,2020-08-07 21:29:17,Twitter for iPhone,,0,neutral
1002,@NASASpaceflight It will look crazy tall with booster &amp; fairing at 122m / 394 ft,1291841121669091330,elonmusk,Elon Musk,8032,361,2020-08-07 20:58:19,Twitter for iPhone,,-1,negative
1003,@RenataKonkoly @TimothyBuffett @Teslarati @JaneidyEve Ok,1291797060912472071,elonmusk,Elon Musk,1764,27,2020-08-07 18:03:14,Twitter for iPhone,,1,positive
1004,"@TimothyBuffett @Teslarati Apart from failing to quarantine elderly/at-risk people early (a mistake they recognize), they were right",1291794330772893697,elonmusk,Elon Musk,1256,121,2020-08-07 17:52:23,Twitter for iPhone,,1,positive
1005,@Teslarati https://t.co/kogvN4rMJ8,1291793367211245568,elonmusk,Elon Musk,91611,10420,2020-08-07 17:48:33,Twitter for iPhone,,0,neutral
1006,Good piece on Giga Berlin construction https://t.co/pA8sgEpV9Y,1291784200178159616,elonmusk,Elon Musk,23371,1341,2020-08-07 17:12:08,Twitter for iPhone,,1,positive
1007,@FutureJurvetson @SpaceX This seems increasingly likely,1291776002486448128,elonmusk,Elon Musk,8524,250,2020-08-07 16:39:33,Twitter for iPhone,,0,neutral
1008,RT @SpaceX: Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/szO3thMxqa,1291613863457075200,elonmusk,Elon Musk,0,5373,2020-08-07 05:55:16,Twitter for iPhone,,1,positive
1009,@Teslarati This is gonna be great,1291565012603920384,elonmusk,Elon Musk,15476,458,2020-08-07 02:41:09,Twitter for iPhone,,1,positive
1010,SN5 https://t.co/GlZ28KFVHU,1291504220948951041,elonmusk,Elon Musk,169785,11794,2020-08-06 22:39:35,Twitter for iPhone,,0,neutral
1011,RT @Tesla: Looking up in Model Y https://t.co/iAfpJ491Zz,1291197640965623810,elonmusk,Elon Musk,0,5085,2020-08-06 02:21:21,Twitter for iPhone,,0,neutral
1012,RT @SpaceX: Starship takes flight https://t.co/IWvwcA05hl,1290948076908294144,elonmusk,Elon Musk,0,48499,2020-08-05 09:49:40,Twitter for iPhone,,0,neutral
1013,"@PPathole @TrevorMahlmann @arstechnica We’ll do several short hops to smooth out launch process, then go high altitude with body flaps",1290826885375696899,elonmusk,Elon Musk,6386,453,2020-08-05 01:48:06,Twitter for iPhone,,1,positive
1014,@ebelardo73 @bluemoondance74 @TrevorMahlmann @arstechnica Soon,1290819744690507781,elonmusk,Elon Musk,3377,116,2020-08-05 01:19:44,Twitter for iPhone,,0,neutral
1015,"@TrevorMahlmann @arstechnica V1.1 legs will be ~60% longer. V2.0 legs will be much wider &amp; taller — like Falcon, bu… https://t.co/cGEWEqny7S",1290819191835164672,elonmusk,Elon Musk,6613,449,2020-08-05 01:17:32,Twitter for iPhone,,1,positive
1016,@flcnhvy Progress is accelerating,1290817143785783296,elonmusk,Elon Musk,17678,638,2020-08-05 01:09:23,Twitter for iPhone,,0,neutral
1017,"RT @NASASpaceflight: LAUNCH! Starship SN5 has launched on a 150 meter test hop at SpaceX Boca Chica.

Under the power of Raptor SN27, SN5 h…",1290807268552794115,elonmusk,Elon Musk,0,7070,2020-08-05 00:30:09,Twitter for iPhone,,0,neutral
1018,@SciGuySpace Exactly,1290807173258203136,elonmusk,Elon Musk,4765,168,2020-08-05 00:29:46,Twitter for iPhone,,1,positive
1019,@austinbarnard45 Mars is looking real,1290806924728918017,elonmusk,Elon Musk,52655,3082,2020-08-05 00:28:47,Twitter for iPhone,,1,positive
1020,@TrevorMahlmann Possible flight in 3 mins,1290798245761826816,elonmusk,Elon Musk,11451,531,2020-08-04 23:54:18,Twitter for iPhone,,0,neutral
1021,@Erdayastronaut Most likely,1290710257728024578,elonmusk,Elon Musk,5886,266,2020-08-04 18:04:40,Twitter for iPhone,,1,positive
1022,@flcnhvy @Lindw0rm @cleantechnica True,1290553355467739142,elonmusk,Elon Musk,1730,32,2020-08-04 07:41:11,Twitter for iPhone,,1,positive
1023,@Lindw0rm @cleantechnica Highly likely down the road,1290546456030576641,elonmusk,Elon Musk,1400,51,2020-08-04 07:13:46,Twitter for iPhone,,-1,negative
1024,@cleantechnica True fact,1290545642067111936,elonmusk,Elon Musk,29222,618,2020-08-04 07:10:32,Twitter for iPhone,,1,positive
1025,"@NASASpaceflight Scrubbed for the day. A Raptor turbopump spin start valve didn’t open, triggering an automatic abo… https://t.co/QDdlNXFgJg",1290448540821594114,elonmusk,Elon Musk,7701,747,2020-08-04 00:44:42,Twitter for iPhone,,0,neutral
1026,@Erdayastronaut I’m in the Boca control room. Hop attempt in ~33 minutes.,1290427983727964160,elonmusk,Elon Musk,10545,1173,2020-08-03 23:23:00,Twitter for iPhone,,0,neutral
1027,"RT @RealLifeStarman: “We are going to go to the moon, we are going to have a base on the moon, we are going to send people to mars and make…",1290326134752763905,elonmusk,Elon Musk,0,27537,2020-08-03 16:38:18,Twitter for iPhone,,-1,negative
1028,@Erdayastronaut @SpaceX For sure,1290314407549890561,elonmusk,Elon Musk,15603,291,2020-08-03 15:51:42,Twitter for iPhone,,1,positive
1029,"@engineers_feed Tbh, I must confess to occasionally pontificating about high-concept things",1290313960563113992,elonmusk,Elon Musk,6376,196,2020-08-03 15:49:55,Twitter for iPhone,,1,positive
1030,@engineers_feed Pretty much,1290313605913759745,elonmusk,Elon Musk,9540,162,2020-08-03 15:48:31,Twitter for iPhone,,1,positive
1031,"@Erdayastronaut Nosecone closing is recommended, but not required, for safe entry",1290065061780901888,elonmusk,Elon Musk,3529,83,2020-08-02 23:20:53,Twitter for iPhone,,1,positive
1032,"When space travel becomes as common as air travel, the future of civilization will be assured",1290056061253165057,elonmusk,Elon Musk,353966,36977,2020-08-02 22:45:07,Twitter for iPhone,,-1,negative
1033,"RT @NASA: ""To anybody who has touched Endeavour, you should take a moment to just cherish this day."" 

Touching words from @Astro_Doug as @…",1290054625186521092,elonmusk,Elon Musk,0,5293,2020-08-02 22:39:25,Twitter for iPhone,,1,positive
1034,@waitbutwhy Space is the new air,1290038435453919233,elonmusk,Elon Musk,17276,1112,2020-08-02 21:35:05,Twitter for iPhone,,1,positive
1035,"RT @NASA: LIVE: An update on today's @SpaceX Dragon Endeavour splashdown, returning @AstroBehnken &amp; @Astro_Doug home to Earth. Hear from @J…",1290035435855425536,elonmusk,Elon Musk,0,1573,2020-08-02 21:23:10,Twitter for iPhone,,1,positive
1036,RT @JimBridenstine: UPDATE: Post-SpaceX Crew Dragon DM-2 Splashdown News Conference no earlier than 4:45pm ET. Watch live: https://t.co/qPe…,1290021714366103553,elonmusk,Elon Musk,0,1714,2020-08-02 20:28:38,Twitter for iPhone,,1,positive
1037,Congratulations @SpaceX &amp; @NASA on completing first crewed Dragon flight!! 🇺🇸 returned.,1290021404994236416,elonmusk,Elon Musk,248732,20822,2020-08-02 20:27:25,Twitter for iPhone,,1,positive
1038,RT @SpaceX: Webcast of Crew Dragon’s return to Earth from the @space_station with @AstroBehnken and @Astro_Doug → https://t.co/bJFjLCzWdK h…,1290001350953033728,elonmusk,Elon Musk,0,12536,2020-08-02 19:07:43,Twitter for iPhone,,0,neutral
1039,"RT @SpaceX: Good splashdown of Dragon confirmed! Welcome back to Earth, @AstroBehnken and @Astro_Doug! https://t.co/0vAS3CcK9P",1289997355517788160,elonmusk,Elon Musk,0,32546,2020-08-02 18:51:51,Twitter for iPhone,,1,positive
1040,Dragon is stable in the water,1289997160763670530,elonmusk,Elon Musk,321387,18144,2020-08-02 18:51:04,Twitter for iPhone,,0,neutral
1041,Acquisition of signal expected in 5 mins,1289993721463767040,elonmusk,Elon Musk,19536,648,2020-08-02 18:37:24,Twitter for iPhone,,-1,negative
1042,4 mins to Dragon loss of signal due to atmospheric entry plasma,1289992330397618176,elonmusk,Elon Musk,60893,2722,2020-08-02 18:31:53,Twitter for iPhone,,-1,negative
1043,Dragon will travel from south of New Zealand to Florida in ~37 minutes,1289987081867993089,elonmusk,Elon Musk,153776,9974,2020-08-02 18:11:01,Twitter for iPhone,,1,positive
1044,Coming in hot https://t.co/dzFr5BNBfF,1289974006087442438,elonmusk,Elon Musk,33957,2664,2020-08-02 17:19:04,Twitter for iPhone,,1,positive
1045,Astronauts land in 2 hours @NASA @SpaceX,1289968074439847937,elonmusk,Elon Musk,123180,8704,2020-08-02 16:55:30,Twitter for iPhone,,0,neutral
1046,RT @SpaceX: Crew Dragon’s flight back to Earth with @AstroBehnken and @Astro_Doug remains on track; targeting splashdown off the coast of P…,1289953852821708803,elonmusk,Elon Musk,0,2109,2020-08-02 15:58:59,Twitter for iPhone,,0,neutral
1047,"@Erdayastronaut @SpaceX However, we did prove that a SuperDraco landing could work by doing a propulsive hover https://t.co/Mr7VFIQwWf",1289799068588191747,elonmusk,Elon Musk,3021,150,2020-08-02 05:43:55,Twitter for iPhone,,0,neutral
1048,"@Erdayastronaut @SpaceX All correct. Parachutes were originally the backup landing system, with SuperDraco thruster… https://t.co/941A2oDu5H",1289798584179675136,elonmusk,Elon Musk,4859,204,2020-08-02 05:42:00,Twitter for iPhone,,1,positive
1049,@meier1028 @SpaceX @Space_Station @AstroBehnken @Astro_Doug Great game,1289785293621456898,elonmusk,Elon Musk,1082,32,2020-08-02 04:49:11,Twitter for iPhone,,1,positive
1050,@NatalCicuto @Tesla @Kristennetten @TeslaForThe_Win Working on it,1289785156799090689,elonmusk,Elon Musk,12626,170,2020-08-02 04:48:39,Twitter for iPhone,,1,positive
1051,"RT @Commercial_Crew: .@Astro_Doug &amp; @AstroBehnken will spend one more night in space prior to returning to their homeland, Earth.

While as…",1289751156202209283,elonmusk,Elon Musk,0,2003,2020-08-02 02:33:32,Twitter for iPhone,,1,positive
1052,"RT @NASA: The view from inside the @SpaceX Dragon Endeavour, as @AstroBehnken &amp; @Astro_Doug monitor their departure from @Space_Station: ht…",1289709874696220673,elonmusk,Elon Musk,0,2638,2020-08-01 23:49:30,Twitter for iPhone,,0,neutral
1053,RT @SpaceX: Separation confirmed. Dragon performing 4 departure burns to move away from the @Space_Station https://t.co/ea14fozdO8,1289708217694527488,elonmusk,Elon Musk,0,6823,2020-08-01 23:42:55,Twitter for iPhone,,1,positive
1054,RT @SpaceX: Crew Dragon will depart the @Space_Station with @AstroBehnken and @Astro_Doug in about 6 hours and splash down off the coast of…,1289628048174616577,elonmusk,Elon Musk,0,3819,2020-08-01 18:24:21,Twitter for iPhone,,-1,negative
1055,@engineeringvids The simplest solution is not necessarily the most satisfying,1289474926399741954,elonmusk,Elon Musk,6475,430,2020-08-01 08:15:54,Twitter for iPhone,,1,positive
1056,"RT @cleantechnica: Tesla Autopilot Accidents: 1 out of 4,530,000 Miles; US Average: 1 out of 479,000 Miles https://t.co/NnBeTmY1Tr",1289466574353522688,elonmusk,Elon Musk,0,2625,2020-08-01 07:42:43,Twitter for iPhone,,-1,negative
1057,RT @Tesla: Tesla Q2 Vehicle Safety Report https://t.co/C7no6bBwGc,1289462951557005312,elonmusk,Elon Musk,0,1118,2020-08-01 07:28:19,Twitter for iPhone,,0,neutral
1058,🧙‍♂️ https://t.co/xxvcWMrTwS,1289452630394040322,elonmusk,Elon Musk,36760,1518,2020-08-01 06:47:18,Twitter for iPhone,,0,neutral
1059,@cybrtrck Absolutely. Long-lasting art is incredibly difficult.,1289409927438405633,elonmusk,Elon Musk,1921,78,2020-08-01 03:57:37,Twitter for iPhone,,-1,negative
1060,This BBC article provides a sensible summary for how it was done https://t.co/le3r20BWID,1289408490205614080,elonmusk,Elon Musk,18037,945,2020-08-01 03:51:54,Twitter for iPhone,,0,neutral
1061,RT @JimBridenstine: NEWS: Teams from @NASA and @SpaceX remain GO with plans to bring @Astro_Doug and @AstroBehnken home to Earth on Sunday…,1289372742639214594,elonmusk,Elon Musk,0,1099,2020-08-01 01:29:51,Twitter for iPhone,,0,neutral
1062,"RT @NASA: They're coming home! 🌎🪂

On Aug. 1, astronauts @AstroBehnken and @Astro_Doug will depart the @Space_Station on @SpaceX's Crew Dra…",1289372707163787265,elonmusk,Elon Musk,0,3998,2020-08-01 01:29:43,Twitter for iPhone,,0,neutral
1063,"The Great Pyramid was the tallest structure made by humans for 3800 years. Three thousand, eight hundred years.  https://t.co/6DU46eMbni",1289212751651323904,elonmusk,Elon Musk,46213,2420,2020-07-31 14:54:07,Twitter for iPhone,,1,positive
1064,RT @Commercial_Crew: @NASA and @SpaceX remain GO with plans to bring @Astro_Doug and @AstroBehnken home to Earth this weekend. Teams will c…,1289211244809838594,elonmusk,Elon Musk,0,1196,2020-07-31 14:48:07,Twitter for iPhone,,0,neutral
1065,@waitbutwhy So true,1289087956699844608,elonmusk,Elon Musk,6415,105,2020-07-31 06:38:13,Twitter for iPhone,,1,positive
1066,Ramses II was 😎,1289052484820807680,elonmusk,Elon Musk,79367,2847,2020-07-31 04:17:16,Twitter for iPhone,,0,neutral
1067,Aliens built the pyramids obv,1289051795763769345,elonmusk,Elon Musk,541922,70614,2020-07-31 04:14:32,Twitter for iPhone,,0,neutral
1068,@Iearnsomethlng Ancient Egypt had an incredible esthetic that stands to this day,1289051036271775746,elonmusk,Elon Musk,7774,276,2020-07-31 04:11:31,Twitter for iPhone,,1,positive
1069,@notch ☺️,1289026571609600000,elonmusk,Elon Musk,5242,68,2020-07-31 02:34:18,Twitter for iPhone,,0,neutral
1070,@matfabrix @engineers_feed Witch logic https://t.co/o5xAopSNw1,1288990811682611200,elonmusk,Elon Musk,1207,51,2020-07-31 00:12:12,Twitter for iPhone,,0,neutral
1071,"@matfabrix @engineers_feed Things we take for granted, like flying, would have had you burned at the stake for witchcraft not that long ago",1288989028759396352,elonmusk,Elon Musk,3267,188,2020-07-31 00:05:07,Twitter for iPhone,,-1,negative
1072,@engineers_feed Engineering is magic made real,1288988009530966016,elonmusk,Elon Musk,76250,8239,2020-07-31 00:01:04,Twitter for iPhone,,1,positive
1073,@JaneidyEve Lo Que Construimos https://t.co/2yg5GAtgV9,1288980527962132481,elonmusk,Elon Musk,1010,77,2020-07-30 23:31:20,Twitter for iPhone,,0,neutral
1074,@thesheetztweetz Cool,1288973971514302466,elonmusk,Elon Musk,7030,174,2020-07-30 23:05:17,Twitter for iPhone,,1,positive
1075,https://t.co/8lpvwbeC4R,1288935356310552576,elonmusk,Elon Musk,50074,3497,2020-07-30 20:31:50,Twitter for iPhone,,0,neutral
1076,Starship SN5 just completed full duration static fire. 150m hop soon.,1288928622728712192,elonmusk,Elon Musk,76393,4558,2020-07-30 20:05:05,Twitter for iPhone,,1,positive
1077,🖤🧛‍♀️Total Eclipse of the Heart 🧛‍♀️🖤 https://t.co/n8djdlKnbE,1288925451902054400,elonmusk,Elon Musk,13410,856,2020-07-30 19:52:29,Twitter for iPhone,,0,neutral
1078,@lnterestingMaps @Iearnsomethlng 😮,1288922868072366086,elonmusk,Elon Musk,14721,296,2020-07-30 19:42:13,Twitter for iPhone,,0,neutral
1079,@bluemoondance74 @PPathole @flcnhvy @shravantr @Neuro_Skeptic Not that I’m aware of,1288922122115403776,elonmusk,Elon Musk,639,12,2020-07-30 19:39:15,Twitter for iPhone,,1,positive
1080,@PPathole @flcnhvy @shravantr @Neuro_Skeptic Yes. Could also extend range of hearing beyond normal frequencies and amplitudes. Deus Ex.,1288904171324731394,elonmusk,Elon Musk,1243,77,2020-07-30 18:27:55,Twitter for iPhone,,1,positive
1081,@flcnhvy @shravantr @Neuro_Skeptic Neuralinks are currently meant for mature brains &amp; functionality is lost if remo… https://t.co/c3O4RRavZ8,1288902305815777281,elonmusk,Elon Musk,1253,83,2020-07-30 18:20:31,Twitter for iPhone,,1,positive
1082,"@shravantr @Neuro_Skeptic Yes, should be possible to create a neural shunt from motor cortex to microcontrollers in… https://t.co/HpPvgJFhms",1288892543061487616,elonmusk,Elon Musk,1316,114,2020-07-30 17:41:43,Twitter for iPhone,,0,neutral
1083,@Neuro_Skeptic Will show neurons firing in real-time on August 28th. The matrix in the matrix.,1288889018512367616,elonmusk,Elon Musk,4083,458,2020-07-30 17:27:43,Twitter for iPhone,,1,positive
1084,@Neuro_Skeptic They don’t fire all at once. Some go several seconds to minutes without firing. Some fire several ti… https://t.co/kY8H0oyZYX,1288887053388664832,elonmusk,Elon Musk,10082,322,2020-07-30 17:19:54,Twitter for iPhone,,0,neutral
1085,@NASAPersevere @ulalaunch @NASA_LSP Congrats on a great launch!,1288883228305047552,elonmusk,Elon Musk,8339,216,2020-07-30 17:04:42,Twitter for iPhone,,1,positive
1086,"But sometimes when we touch …
https://t.co/KMassjCtIx",1288759969064468481,elonmusk,Elon Musk,47522,1712,2020-07-30 08:54:55,Twitter for iPhone,,0,neutral
1087,"@jelle56367384 @Anvithvittal @DNPthree @tiesto Adagio for Strings is great
https://t.co/RgY1P1VGoU",1288754654570930176,elonmusk,Elon Musk,926,61,2020-07-30 08:33:48,Twitter for iPhone,,1,positive
1088,"Losing It
https://t.co/9HOY0ldzg4",1288751116562206720,elonmusk,Elon Musk,39247,5038,2020-07-30 08:19:44,Twitter for iPhone,,0,neutral
1089,@EuroSandor @RSprachrohr 🤣🤣,1288750020208992257,elonmusk,Elon Musk,732,12,2020-07-30 08:15:23,Twitter for iPhone,,0,neutral
1090,@RenataKonkoly @Sneakyness Mein Herz Brennt. Best boss battle song ever. https://t.co/JIl6vzhQAx,1288748977324605440,elonmusk,Elon Musk,1655,97,2020-07-30 08:11:14,Twitter for iPhone,,1,positive
1091,@flcnhvy Robot Heart is 🔥🔥,1288747096305065984,elonmusk,Elon Musk,889,28,2020-07-30 08:03:46,Twitter for iPhone,,0,neutral
1092,@Sneakyness One of the all time best,1288745856808542208,elonmusk,Elon Musk,7035,99,2020-07-30 07:58:50,Twitter for iPhone,,1,positive
1093,@tobyliiiiiiiiii Sure,1288744819829833728,elonmusk,Elon Musk,5887,91,2020-07-30 07:54:43,Twitter for iPhone,,1,positive
1094,"Sure could use a good rave
What’s your favorite techno",1288744630788304897,elonmusk,Elon Musk,135504,11884,2020-07-30 07:53:58,Twitter for iPhone,,1,positive
1095,I … I just died in your arms tonight,1288734164485898240,elonmusk,Elon Musk,193162,13501,2020-07-30 07:12:22,Twitter for iPhone,,0,neutral
1096,The rumor that Bill Gates &amp; I are lovers is completely untrue,1288729803663843329,elonmusk,Elon Musk,515085,45626,2020-07-30 06:55:03,Twitter for iPhone,,1,positive
1097,@WholeMarsBlog @PPathole Yeah. Display will also soon render Teslas specifically as their model &amp; color instead of… https://t.co/5lpnPLTP24,1288725893259698176,elonmusk,Elon Musk,2273,132,2020-07-30 06:39:30,Twitter for iPhone,,0,neutral
1098,@keith31345919 @PPathole https://t.co/S8mdWgCdFg,1288724824009977857,elonmusk,Elon Musk,1025,105,2020-07-30 06:35:16,Twitter for iPhone,,0,neutral
1099,"@keith31345919 @PPathole We’ve been working on this for about 4 years. Originally meant for rabies vaccine, but it… https://t.co/FSf77XHiII",1288724211767418880,elonmusk,Elon Musk,1812,175,2020-07-30 06:32:50,Twitter for iPhone,,1,positive
1100,@keith31345919 @PPathole https://t.co/0kAAv0DtNn,1288722944693276672,elonmusk,Elon Musk,1704,249,2020-07-30 06:27:47,Twitter for iPhone,,0,neutral
1101,@PPathole 🎶 Billy G is not my lover 🎶,1288722245280464896,elonmusk,Elon Musk,34917,2483,2020-07-30 06:25:01,Twitter for iPhone,,0,neutral
1102,@PPathole Sounds like he doesn’t realize Tesla makes the vaccine machine for CureVac,1288722022323781633,elonmusk,Elon Musk,11493,769,2020-07-30 06:24:08,Twitter for iPhone,,0,neutral
1103,@mkarolian @Tesla Thanks for letting me know. Will dig into it.,1288680039823765504,elonmusk,Elon Musk,1021,23,2020-07-30 03:37:18,Twitter for iPhone,,1,positive
1104,@GreenDragonBot 😉,1288388389666922496,elonmusk,Elon Musk,43911,1302,2020-07-29 08:18:23,Twitter for iPhone,,0,neutral
1105,@thesheetztweetz Sum &gt; parts,1288373683736649728,elonmusk,Elon Musk,4408,145,2020-07-29 07:19:57,Twitter for iPhone,,0,neutral
1106,"@Teslarati Should add a few miles of range, more in slow traffic",1288370540973981696,elonmusk,Elon Musk,5459,174,2020-07-29 07:07:28,Twitter for iPhone,,-1,negative
1107,@Kristennetten @xiang_aw @OwenSparks_ @BernieSanders The government has the most money by far. They talk in trillions.,1288276115816091649,elonmusk,Elon Musk,2788,153,2020-07-29 00:52:15,Twitter for iPhone,,1,positive
1108,@jgrano305 @TeslaOwnersNBay Haha no one can ever have our top secret fart technology!!,1288267661286215680,elonmusk,Elon Musk,2353,120,2020-07-29 00:18:39,Twitter for iPhone,,1,positive
1109,@TeslaOwnersNBay 💕 💕,1288267313729474561,elonmusk,Elon Musk,589,17,2020-07-29 00:17:17,Twitter for iPhone,,0,neutral
1110,@sam_lopezXx @Teslarati Sure,1288265584178798592,elonmusk,Elon Musk,2201,73,2020-07-29 00:10:24,Twitter for iPhone,,1,positive
1111,@Teslarati Tesla is open to licensing software and supplying powertrains &amp; batteries. We’re just trying to accelera… https://t.co/5t9vGkLWda,1288265150928125952,elonmusk,Elon Musk,33643,3028,2020-07-29 00:08:41,Twitter for iPhone,,0,neutral
1112,@xiang_aw @OwenSparks_ @BernieSanders What he doesn’t appear to appreciate is that government is just a monopolist corporation in the limit,1288263720007761920,elonmusk,Elon Musk,2398,149,2020-07-29 00:03:00,Twitter for iPhone,,0,neutral
1113,@slashdot !,1288260255009341440,elonmusk,Elon Musk,7476,293,2020-07-28 23:49:14,Twitter for iPhone,,0,neutral
1114,@Techgnostik @schristakos @BernieSanders Agreed,1288158958155423749,elonmusk,Elon Musk,1132,43,2020-07-28 17:06:43,Twitter for iPhone,,0,neutral
1115,@EvaFoxU @schristakos @BernieSanders Haha,1288158863863287809,elonmusk,Elon Musk,859,20,2020-07-28 17:06:20,Twitter for iPhone,,1,positive
1116,@DMC_Ryan @rodamn It’s a prototype of the color,1288157335668629504,elonmusk,Elon Musk,1995,62,2020-07-28 17:00:16,Twitter for iPhone,,0,neutral
1117,@schristakos @BernieSanders And to think I used to like Bernie! 😢 https://t.co/adojS2UCe3,1288155738423074816,elonmusk,Elon Musk,2094,165,2020-07-28 16:53:55,Twitter for iPhone,,0,neutral
1118,@vistacruiser7 @schristakos @BernieSanders @BernieSanders 🕊🕊,1288153472534183940,elonmusk,Elon Musk,1457,87,2020-07-28 16:44:55,Twitter for iPhone,,0,neutral
1119,@schristakos @BernieSanders Maybe he’s feeling the bern haha,1288151276207738880,elonmusk,Elon Musk,4617,210,2020-07-28 16:36:11,Twitter for iPhone,,1,positive
1120,"@NASASpaceflight Fuel spin valve didn’t open. Will fix &amp; try again tomorrow. Also, some odd TVC hydraulic pump behavior.",1287965692298268673,elonmusk,Elon Musk,9419,356,2020-07-28 04:18:44,Twitter for iPhone,,-1,negative
1121,"@NASASpaceflight I was just out at the launch pad. Connector damaged in the storm, but fixed now. Might be able to… https://t.co/FB7e5nOq2E",1287926090715947009,elonmusk,Elon Musk,6663,287,2020-07-28 01:41:23,Twitter for iPhone,,1,positive
1122,"@PrisonPlanet Whether commercial or government, monopolies are bad for the people",1287839317537284096,elonmusk,Elon Musk,12266,1665,2020-07-27 19:56:34,Twitter for iPhone,,-1,negative
1123,@Teslarati Sounds great,1287829529721962499,elonmusk,Elon Musk,4636,131,2020-07-27 19:17:41,Twitter for iPhone,,1,positive
1124,@enn_nafnlaus @TheOnion Haha,1287828284852535301,elonmusk,Elon Musk,1099,16,2020-07-27 19:12:44,Twitter for iPhone,,1,positive
1125,Das Kapital in a nutshell https://t.co/mG44mMkitx,1287824348460593154,elonmusk,Elon Musk,257896,42740,2020-07-27 18:57:05,Twitter for iPhone,,0,neutral
1126,@anthm17 What I like most is their great sense of humor,1287822920966905858,elonmusk,Elon Musk,30822,1095,2020-07-27 18:51:25,Twitter for iPhone,,1,positive
1127,The left is losing the middle,1287818109651431427,elonmusk,Elon Musk,526582,76205,2020-07-27 18:32:18,Twitter for iPhone,,0,neutral
1128,@RationalEtienne @TheOnion Exactly,1287808934569545730,elonmusk,Elon Musk,1904,49,2020-07-27 17:55:50,Twitter for iPhone,,1,positive
1129,@RationalEtienne @atNickVega @TheOnion 🤣🤣,1287805905422159873,elonmusk,Elon Musk,1213,21,2020-07-27 17:43:48,Twitter for iPhone,,0,neutral
1130,Hold my beer https://t.co/IK3tT1x4wP,1287796199014244355,elonmusk,Elon Musk,181342,9376,2020-07-27 17:05:14,Twitter for iPhone,,0,neutral
1131,"@TheOnion Once an Onion, now a Rose",1287794580629393537,elonmusk,Elon Musk,2619,123,2020-07-27 16:58:48,Twitter for iPhone,,1,positive
1132,"@atNickVega @TheOnion Wow, you think about me a lot!",1287794307991126016,elonmusk,Elon Musk,10280,181,2020-07-27 16:57:43,Twitter for iPhone,,1,positive
1133,@YourAnonNews You dropped this,1287793208265670658,elonmusk,Elon Musk,2883,65,2020-07-27 16:53:21,Twitter for iPhone,,0,neutral
1134,@YourAnonNews 🌹,1287793022671912960,elonmusk,Elon Musk,3016,85,2020-07-27 16:52:37,Twitter for iPhone,,0,neutral
1135,@EvaFoxU Haha,1287646443822620672,elonmusk,Elon Musk,19492,259,2020-07-27 07:10:10,Twitter for iPhone,,1,positive
1136,"RT @teslacn: Pick up the energetic wallpapers, and charge your everyday adventure！ https://t.co/HOTDtLpdpw",1287621018727723008,elonmusk,Elon Musk,0,2228,2020-07-27 05:29:08,Twitter for iPhone,,1,positive
1137,@cleantechnica Giga Berlin will come together at an impossible-seeming speed. The prefabricated construction method… https://t.co/x2DRFewiAL,1287598172508958721,elonmusk,Elon Musk,7425,500,2020-07-27 03:58:21,Twitter for iPhone,,-1,negative
1138,Almost a decade ago. Original Dragon in background.,1287593791076143105,elonmusk,Elon Musk,82847,1643,2020-07-27 03:40:56,Twitter for iPhone,,1,positive
1139,@PPathole @RhiddhiD Ya just can’t beat BR,1287589583778185217,elonmusk,Elon Musk,1538,56,2020-07-27 03:24:13,Twitter for iPhone,,0,neutral
1140,https://t.co/Ufay65lZJj,1287587716197212162,elonmusk,Elon Musk,33739,1825,2020-07-27 03:16:48,Twitter for iPhone,,0,neutral
1141,@AVRWC Planet Claire is 🔥🔥,1287585248683974657,elonmusk,Elon Musk,553,22,2020-07-27 03:07:00,Twitter for iPhone,,0,neutral
1142,@cybrtrck Fair point! Will discuss with team.,1287579555012718592,elonmusk,Elon Musk,923,42,2020-07-27 02:44:22,Twitter for iPhone,,1,positive
1143,@RhiddhiD He was amazing,1287579260132175872,elonmusk,Elon Musk,3752,69,2020-07-27 02:43:12,Twitter for iPhone,,1,positive
